HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
1911,,05,36,35.7,-06,03,54,5.72,-0.22
1914,26    Aur,05,38,38.1,+30,29,33,5.40,+0.45
1916,,05,42,26.4,+65,41,52,5.60,+1.24
1917,,05,32,59.6,-64,13,39,5.34,+1.04
1920,,05,38,01.1,+07,32,29,5.88,-0.07
1922,Bet Dor,05,33,37.5,-62,29,23,3.76,+0.82
1924,,05,39,18.4,+29,12,55,5.96,+0.16
1928,125    Tau,05,39,44.2,+25,53,49,5.18,-0.15
1931,48Sig Ori,05,38,44.8,-02,36,00,3.81,-0.24
1933,,05,38,37.8,-06,34,26,5.96,-0.23
1934,47Ome Ori,05,39,11.1,+04,07,17,4.57,-0.11
1935,Nu 2Col,05,37,44.6,-28,41,22,5.31,+0.46
1937,49    Ori,05,38,53.1,-07,12,47,4.80,+0.13
1946,126    Tau,05,41,17.7,+16,32,02,4.86,-0.13
1947,,05,38,43.6,-40,42,27,5.82,-0.09
1948,50Zet Ori,05,40,45.5,-01,56,34,2.05,-0.21
1949,50Zet Ori,05,40,45.6,-01,56,34,4.21,
1952,,05,40,50.6,-01,07,44,4.95,-0.21
1953,Gam Men,05,31,52.9,-76,20,28,5.19,+1.13
1955,,05,41,05.6,+00,20,16,5.93,+0.30
1956,Alp Col,05,39,38.9,-34,04,27,2.64,-0.12
1958,,05,39,49.8,-32,37,45,5.45,+0.92
1963,51    Ori,05,42,28.6,+01,28,29,4.91,+1.17
1964,,05,34,44.7,-73,44,29,5.78,+1.71
1968,12    Lep,05,42,13.9,-22,22,25,5.87,+0.11
1969,26    Cam,05,46,30.4,+56,06,56,5.94,+0.17
1971,27Omi Aur,05,45,54.0,+49,49,35,5.47,+0.03
1973,,05,42,15.1,-34,40,04,5.29,-0.05
1975,,05,43,21.6,-18,33,27,5.73,-0.01
1983,13Gam Lep,05,44,27.8,-22,26,54,3.60,+0.47
1987,,05,46,52.1,+09,31,20,5.79,+0.88
1988,,05,46,35.0,+01,10,05,5.95,+0.78
1989,131    Tau,05,47,13.2,+14,29,18,5.72,+0.04
1990,130    Tau,05,47,26.2,+17,43,45,5.49,+0.30
1993,133    Tau,05,47,42.9,+13,53,59,5.29,-0.17
1995,29Tau Aur,05,49,10.5,+39,10,52,4.52,+0.94
1996,Mu  Col,05,45,59.9,-32,18,23,5.17,-0.28
1998,14Zet Lep,05,46,57.3,-14,49,19,3.55,+0.10
1999,52    Ori,05,48,00.2,+06,27,15,5.27,+0.23
2002,132    Tau,05,49,01.0,+24,34,03,4.86,+1.01
2004,53Kap Ori,05,47,45.4,-09,40,11,2.06,-0.17
2007,,05,48,34.9,-04,05,41,5.97,+0.64
2008,,05,46,27.4,-46,35,50,5.31,+1.04
2010,134    Tau,05,49,32.9,+12,39,04,4.91,-0.07
2011,31Ups Aur,05,51,02.4,+37,18,20,4.74,+1.62
2012,32Nu  Aur,05,51,29.4,+39,08,55,3.97,+1.13
2013,,05,50,58.1,+27,58,04,5.56,+0.97
2014,,05,50,02.6,+09,52,16,5.80,+0.87
2015,Del Dor,05,44,46.4,-65,44,08,4.35,+0.21
2016,135    Tau,05,50,28.9,+14,18,20,5.52,+1.01
2019,,05,50,13.1,+04,25,24,5.97,+1.36
2020,Bet Pic,05,47,17.1,-51,03,59,3.85,+0.17
2021,,05,49,36.5,-14,29,01,5.49,+0.88
2022,Pi  Men,05,37,09.8,-80,28,09,5.65,+0.60
2024,,05,50,30.0,+02,01,28,5.98,+0.91
2026,,05,49,53.5,-22,58,18,5.87,+0.06
2027,31    Cam,05,54,57.8,+59,53,18,5.20,+0.02
2028,,05,52,40.1,+33,55,03,5.98,+1.60
2029,30Xi  Aur,05,54,50.8,+55,42,25,4.99,+0.05
2031,55    Ori,05,51,22.0,-07,31,05,5.35,-0.20
2033,137    Tau,05,52,22.3,+14,10,18,5.59,-0.05
2034,136    Tau,05,53,19.6,+27,36,44,4.58,-0.02
2035,15Del Lep,05,51,19.3,-20,52,45,3.81,+0.99
2037,56    Ori,05,52,26.4,+01,51,18,4.78,+1.38
2039,,05,52,07.6,-09,02,29,5.97,+0.10
2040,Bet Col,05,50,57.6,-35,46,06,3.12,+1.16
2042,Gam Pic,05,49,49.7,-56,10,00,4.51,+1.10
2046,,05,54,59.0,+31,42,06,5.90,+0.14
2047,54Chi1Ori,05,54,22.9,+20,16,34,4.41,+0.59
2049,,05,50,53.2,-52,06,32,5.17,+0.99
2052,57    Ori,05,54,56.7,+19,44,59,5.92,-0.17
2053,,05,52,33.2,-37,37,52,5.63,+1.04
2056,Lam Col,05,53,06.9,-33,48,05,4.87,-0.15
2061,58Alp Ori,05,55,10.3,+07,24,25,0.50,+1.85
2063,,05,55,49.3,+20,10,30,5.4,+0.99
2064,Eps Dor,05,49,53.6,-66,54,04,5.11,-0.14
2065,,05,54,43.6,-11,46,26,5.66,+1.53
2070,,05,55,30.3,-04,36,59,5.87,+1.18
2072,,05,52,20.3,-57,09,22,5.94,+0.66
2075,,05,56,28.0,+09,30,35,5.99,-0.07
2076,,05,56,49.5,+11,31,16,5.87,+1.10
2077,33Del Aur,05,59,31.6,+54,17,05,3.72,+1.00
2081,,05,59,21.8,+49,55,28,5.89,+1.23
2082,,05,54,52.5,-39,57,29,5.57,+1.51
2084,139    Tau,05,57,59.7,+25,57,14,4.82,-0.06
2085,16Eta Lep,05,56,24.3,-14,10,04,3.71,+0.33
2086,,05,56,14.3,-22,50,25,5.96,+1.11
2087,Xi  Col,05,55,29.9,-37,07,15,4.97,+1.11
2088,34Bet Aur,05,59,31.7,+44,56,51,1.90,+0.03
2091,35Pi  Aur,05,59,56.1,+45,56,13,4.26,+1.72
2092,Sig Col,05,56,20.9,-31,22,57,5.50,
2094,,05,54,50.2,-52,38,07,5.29,+0.31
2095,37The Aur,05,59,43.3,+37,12,45,2.62,-0.08
2099,,05,58,53.2,+12,48,31,5.70,+0.89
2100,59    Ori,05,58,24.4,+01,50,13,5.90,+0.21
2101,36    Aur,06,00,58.6,+47,54,07,5.73,-0.01
2102,,05,54,06.1,-63,05,24,4.65,+1.05
2103,60    Ori,05,58,49.6,+00,33,11,5.22,+0.01
2105,,06,01,43.1,+48,57,34,5.96,+1.45
2106,Gam Col,05,57,32.2,-35,17,00,4.36,-0.18
2108,2    Mon,05,59,04.3,-09,33,30,5.03,+0.19
2110,,06,01,10.2,+31,02,05,5.98,+0.08
2113,,06,00,03.4,-03,04,27,4.53,+1.22
2117,,05,58,37.6,-44,02,04,5.81,+1.07
2120,Eta Col,05,59,08.8,-42,48,55,3.96,+1.14
2124,61Mu  Ori,06,02,23.0,+09,38,51,4.12,+0.16
2125,Kap Men,05,50,16.7,-79,21,41,5.47,-0.08
2128,3    Mon,06,01,50.4,-10,35,53,4.95,-0.12
2130,64    Ori,06,03,27.3,+19,41,26,5.14,-0.11
2131,,06,01,16.4,-33,54,42,5.55,+1.58
2132,39    Aur,06,05,03.4,+42,58,54,5.87,+0.30
2134,1    Gem,06,04,07.2,+23,15,48,4.16,+0.82
2135,62Chi2Ori,06,03,55.2,+20,08,18,4.63,+0.28
2138,,06,00,49.2,-51,12,59,5.67,+0.20
2140,,06,03,15.5,-26,17,04,5.04,+1.34
2142,,06,04,13.5,-06,42,33,5.21,-0.06
2143,40    Aur,06,06,35.1,+38,28,58,5.36,+0.25
2144,63    Ori,06,04,58.2,+05,25,12,5.67,+1.04
2145,66    Ori,06,04,58.4,+04,09,31,5.63,+1.04
2148,17    Lep,06,04,59.1,-16,29,04,4.93,+0.24
2149,,06,04,20.3,-32,10,21,5.65,-0.19
2150,,06,05,27.0,-10,14,34,5.87,+0.37
2152,37    Cam,06,09,59.1,+58,56,09,5.36,+1.09
2154,,06,06,38.7,-04,11,38,5.38,-0.13
2155,18The Lep,06,06,09.3,-14,56,07,4.67,+0.05
2158,,06,04,40.2,-45,04,44,5.93,+0.49
2159,67Nu  Ori,06,07,34.3,+14,46,06,4.42,-0.17
2160,,06,05,27.1,-35,30,49,5.80,+0.02
2163,,06,06,32.0,-23,06,38,5.47,+0.08
2164,,06,06,05.5,-29,45,31,5.81,+0.05
2165,36    Cam,06,12,51.1,+65,43,06,5.32,+1.34
2166,,06,06,57.6,-21,48,46,5.78,+1.64
2168,19    Lep,06,07,41.6,-19,09,57,5.31,+1.68
2169,,06,09,32.4,+22,11,24,5.93,+1.63
2170,,06,07,03.7,-34,18,43,5.83,-0.13
2173,3    Gem,06,09,44.0,+23,06,48,5.75,+0.21
2174,,06,08,57.9,+02,29,58,5.73,+0.07
2177,The Col,06,07,31.6,-37,15,11,5.02,-0.11
2180,,06,08,57.9,-22,25,39,5.50,-0.01
2181,Pi 2Col,06,07,52.9,-42,09,14,5.50,0.00
2183,,06,09,34.3,-14,35,03,5.56,+1.16
2185,5    Gem,06,11,32.3,+24,25,13,5.80,+1.11
2186,,06,09,47.9,-22,46,27,5.71,+0.44
2189,,06,12,20.1,+32,41,36,5.78,+1.66
2193,68    Ori,06,12,01.3,+19,47,26,5.75,-0.07
2194,Eta1Dor,06,06,09.4,-66,02,23,5.71,-0.03
2196,,06,07,03.4,-62,09,17,5.05,+1.25
2198,69    Ori,06,12,03.3,+16,07,50,4.95,-0.14
2199,70Xi  Ori,06,11,56.4,+14,12,32,4.48,-0.18
2200,,06,10,34.6,-27,09,15,5.72,+1.07
2201,40    Cam,06,15,40.6,+59,59,57,5.35,+1.34
2203,,06,10,10.3,-40,21,13,5.58,+1.68
2205,,06,11,51.8,-06,33,01,5.05,-0.20
2209,,06,18,50.8,+69,19,11,4.80,+0.03
2212,Del Pic,06,10,17.9,-54,58,07,4.81,-0.23
2214,,06,14,28.6,+17,54,23,5.88,+0.22
2215,1    Lyn,06,17,54.8,+61,30,55,4.98,+1.83
2216,7Eta Gem,06,14,52.6,+22,30,24,3.28,+1.60
2218,,06,13,54.3,-03,44,29,5.83,+0.94
2219,44Kap Aur,06,15,22.7,+29,29,53,4.35,+1.02
2220,71    Ori,06,14,50.9,+19,09,23,5.20,+0.44
2221,Nu  Dor,06,08,44.2,-68,50,36,5.06,-0.08
2222,,06,15,08.5,+13,51,04,5.91,-0.23
2223,72    Ori,06,15,25.1,+16,08,35,5.30,-0.14
2224,,06,14,36.7,-04,34,06,5.83,-0.17
2227,5Gam Mon,06,14,51.3,-06,16,29,3.98,+1.32
2229,73    Ori,06,15,45.0,+12,33,04,5.33,-0.02
2233,,06,15,34.3,-00,30,44,5.65,+0.50
2234,,06,15,29.7,-04,54,55,5.99,+0.09
2238,2    Lyn,06,19,37.4,+59,00,39,4.48,+0.01
2241,74    Ori,06,16,26.6,+12,16,20,5.04,+0.42
2242,,06,15,08.4,-20,16,20,5.91,+1.32
2243,,06,15,17.5,-18,28,36,5.99,+1.06
2244,,06,15,44.9,-13,43,06,5.01,-0.08
2245,Eta2Dor,06,11,15.0,-65,35,22,5.01,+1.62
2247,75    Ori,06,17,06.6,+09,56,33,5.39,+0.10
2249,,06,16,07.7,-16,37,04,5.92,-0.17
2251,,06,17,16.1,+05,06,01,5.71,+0.61
2256,Kap Col,06,16,33.1,-35,08,26,4.37,+1.00
2257,4    Lyn,06,22,03.6,+59,22,20,5.94,
2260,,06,17,41.7,-16,48,57,5.14,+1.30
2261,Alp Men,06,10,14.4,-74,45,11,5.09,+0.72
2263,,06,17,01.2,-37,44,15,5.53,+1.14
2264,45    Aur,06,21,46.1,+53,27,08,5.36,+0.43
2265,,06,17,09.5,-37,15,11,5.87,+0.14
2266,,06,18,13.7,-19,58,01,5.52,-0.18
2267,,06,18,50.6,-09,23,25,5.36,+1.24
2269,,06,20,04.2,+14,39,04,5.69,+1.61
2271,,06,18,59.0,-20,55,34,5.81,-0.15
2273,7    Mon,06,19,42.8,-07,49,23,5.27,-0.19
2275,,06,19,59.6,-02,56,40,4.90,+1.60
2279,,06,19,41.0,-34,23,48,5.78,-0.08
2282,1Zet CMa,06,20,18.8,-30,03,48,3.02,-0.19
2284,,06,21,24.7,-11,46,24,5.64,-0.02
2285,,06,28,14.6,+70,32,08,5.97,
2286,13Mu  Gem,06,22,57.6,+22,30,49,2.88,+1.64
2288,,06,20,36.3,-34,08,38,5.53,-0.19
2289,46Psi1Aur,06,24,53.9,+49,17,17,4.91,+1.97
2291,,06,26,25.8,+56,17,06,5.64,+0.24
2293,5    Lyn,06,26,48.9,+58,25,02,5.21,+1.53
2294,2Bet CMa,06,22,42.0,-17,57,21,1.98,-0.23
2296,Del Col,06,22,06.8,-33,26,11,3.85,+0.88
2298,8Eps Mon,06,23,46.1,+04,35,34,4.44,+0.18
2305,,06,24,10.3,-11,31,49,5.22,+1.24
2310,,06,25,13.1,+07,05,09,5.98,+1.22
2311,,06,23,55.9,-25,34,40,5.63,+1.56
2313,,06,25,16.4,-00,56,46,5.87,+0.56
2316,,06,24,01.0,-36,42,28,5.62,+1.04
2320,Nu  Pic,06,22,55.8,-56,22,12,5.61,+0.24
2322,,06,23,37.7,-52,10,52,5.98,+1.04
2324,,06,26,39.6,-01,30,26,5.87,+0.08
2326,Alp Car,06,23,57.1,-52,41,45,-0.72,+0.15
2331,6    Lyn,06,30,47.2,+58,09,46,5.88,+0.94
2332,48    Aur,06,28,34.1,+30,29,35,5.55,+0.68
2333,,06,27,20.4,+02,54,29,5.55,+1.04
2334,,06,27,13.8,+00,17,57,5.20,+1.18
2335,,06,27,15.6,-00,16,34,5.55,+1.38
2338,47    Aur,06,30,03.0,+46,41,08,5.90,+1.44
2343,18Nu  Gem,06,28,57.8,+20,12,44,4.15,-0.13
2344,10    Mon,06,27,57.6,-04,45,44,5.06,-0.17
2345,,06,24,13.7,-60,16,52,5.80,0.00
2348,,06,25,43.6,-48,10,38,5.76,-0.06
2352,Pi 1Dor,06,22,38.2,-69,59,03,5.56,+1.51
2356,11Bet Mon,06,28,49.0,-07,01,58,4.60,-0.10
2357,11Bet Mon,06,28,49.5,-07,02,04,5.40,-0.07
2358,11Bet Mon,06,28,49.5,-07,02,04,5.60,
2359,,06,28,37.3,-17,27,58,5.77,+1.12
2361,Lam CMa,06,28,10.1,-32,34,48,4.48,-0.17
2363,,06,40,28.8,+77,59,45,5.73,+1.47
2364,,06,28,39.2,-32,22,16,5.74,-0.17
2367,,06,30,11.3,-10,04,53,5.93,+1.38
2369,,06,27,04.0,-58,00,08,5.82,+1.28
2372,,06,32,27.2,+32,27,17,5.87,+0.14
2375,,06,31,48.3,+11,32,40,5.23,+0.15
2377,Pi 2Dor,06,25,28.6,-69,41,25,5.38,+0.97
2379,,06,31,23.0,-12,23,30,5.15,+1.27
2380,,06,30,46.3,-27,46,10,5.93,-0.15
2381,,06,31,50.1,-08,09,29,5.43,+1.38
2382,12    Mon,06,32,19.2,+04,51,21,5.84,+0.99
2384,,06,29,49.1,-50,14,21,5.27,+0.41
2385,13    Mon,06,32,54.2,+07,19,59,4.50,0.00
2386,,06,32,23.1,-05,52,08,5.60,+0.25
2387,4Xi 1CMa,06,31,51.3,-23,25,06,4.33,-0.24
2388,,06,31,13.0,-35,15,33,5.84,+0.81
2389,,06,29,28.5,-56,51,10,5.22,+1.09
2391,,06,33,36.1,+14,09,19,5.53,+1.11
2394,8    Lyn,06,37,41.4,+61,28,52,5.94,+0.89
2395,,06,33,37.9,-01,13,13,5.10,-0.14
2396,,06,40,32.2,+71,44,56,5.92,+1.19
2397,,06,32,39.0,-32,01,50,5.69,-0.17
2398,49    Aur,06,35,12.1,+28,01,20,5.27,-0.03
2399,,06,32,21.3,-37,41,48,5.24,+1.00
2400,,06,31,18.3,-51,49,34,5.60,+0.54
2401,,06,46,14.1,+79,33,53,5.45,+0.50
2402,11    Lyn,06,37,38.5,+56,51,27,5.85,
2405,,06,36,32.9,+38,26,43,5.29,+2.61
2406,,06,35,17.6,+09,59,18,5.88,+1.51
2409,,06,35,15.8,+00,53,24,5.80,0.00
2411,,06,33,49.5,-36,13,56,5.42,+1.44
2412,Mu  Pic,06,31,58.4,-58,45,15,5.70,-0.06
2414,5Xi 2CMa,06,35,03.4,-22,57,53,4.54,-0.05
2415,,06,34,35.3,-32,42,59,5.62,-0.08
2418,,06,36,35.3,-05,12,40,5.52,-0.08
2419,51    Aur,06,38,39.5,+39,23,27,5.69,+1.35
2420,52Psi3Aur,06,38,49.2,+39,54,09,5.20,-0.07
2421,24Gam Gem,06,37,42.7,+16,23,57,1.93,0.00
2423,6Nu 1CMa,06,36,22.8,-18,39,36,5.70,+0.85
2424,,06,35,24.1,-36,46,48,5.59,-0.14
2425,53    Aur,06,38,23.0,+28,59,03,5.79,0.00
2427,50Psi2Aur,06,39,19.9,+42,29,20,4.79,+1.23
2428,,06,36,46.7,-13,19,15,5.97,+1.56
2429,7Nu 2CMa,06,36,41.0,-19,15,21,3.95,+1.06
2435,,06,34,58.6,-52,58,32,4.39,-0.02
2443,8Nu 3CMa,06,37,53.4,-18,14,15,4.43,+1.15
2446,,06,37,13.8,-36,59,26,5.71,-0.12
2447,,06,37,47.6,-32,20,23,5.27,+1.18
2449,,06,39,47.6,+12,58,59,5.97,+0.06
2450,,06,39,16.7,-14,08,45,4.82,+1.50
2451,Nu  Pup,06,37,45.7,-43,11,46,3.17,-0.11
2456,15    Mon,06,40,58.7,+09,53,44,4.66,-0.25
2459,55Psi4Aur,06,43,05.0,+44,31,28,5.02,+1.48
2460,,06,39,42.7,-30,28,13,5.71,+1.14
2461,,06,41,05.4,+00,29,43,5.79,-0.10
2462,,06,38,37.6,-48,13,13,4.93,+0.87
2466,26    Gem,06,42,24.3,+17,38,43,5.21,+0.06
2469,,06,41,56.4,-09,10,02,5.19,+1.53
2470,12    Lyn,06,46,14.1,+59,26,30,4.87,+0.08
2473,27Eps Gem,06,43,55.9,+25,07,52,2.98,+1.40
2477,13    Lyn,06,46,49.5,+57,10,09,5.35,+0.96
2478,30    Gem,06,43,59.3,+13,13,40,4.49,+1.16
2479,,06,43,38.7,+03,55,56,5.90,-0.02
2480,28    Gem,06,44,45.5,+28,58,15,5.44,+1.45
2483,56Psi5Aur,06,46,44.3,+43,34,39,5.25,+0.56
2484,31Xi  Gem,06,45,17.4,+12,53,44,3.36,+0.43
2487,57Psi6Aur,06,47,39.6,+48,47,22,5.22,+1.12
2490,42    Cam,06,50,57.1,+67,34,19,5.14,-0.17
2491,9Alp CMa,06,45,08.9,-16,42,58,-1.46,0.00
2492,10    CMa,06,44,28.4,-31,04,14,5.20,-0.12
2494,16    Mon,06,46,32.4,+08,35,14,5.93,-0.17
2498,,06,45,59.3,-14,47,46,5.32,+0.07
2500,,06,45,22.8,-31,47,37,5.92,+0.48
2501,,06,45,31.3,-30,56,56,5.80,-0.19
2502,,06,46,39.0,-10,06,26,5.66,-0.05
2503,17    Mon,06,47,19.8,+08,02,14,4.77,+1.40
2504,11    CMa,06,46,51.1,-14,25,33,5.29,-0.04
2506,18    Mon,06,47,51.6,+02,24,44,4.47,+1.11
2508,,06,47,37.1,-08,59,54,5.07,+1.80
2511,43    Cam,06,53,42.2,+68,53,18,5.12,-0.13
2512,,06,49,41.3,+32,36,24,5.71,+1.29
2514,,06,48,19.0,-01,19,09,5.75,+0.28
2515,,06,45,53.7,-52,24,36,5.80,+1.53
2516,58Psi7Aur,06,50,45.9,+41,46,53,5.02,+1.27
2518,,06,47,21.4,-37,55,47,5.26,-0.08
2519,33    Gem,06,49,49.8,+16,12,10,5.85,-0.13
2520,14    Lyn,06,53,05.1,+59,26,55,5.33,+0.65
2521,,06,49,16.4,-02,16,19,5.74,-0.10
2522,,06,48,57.8,-15,08,41,5.39,-0.10
2523,,06,46,52.8,-51,15,57,5.40,+1.34
2525,35    Gem,06,50,25.5,+13,24,48,5.65,+1.34
2526,,06,47,18.7,-55,32,24,5.61,+1.52
2527,,07,00,04.0,+76,58,39,4.55,+1.36
2529,36    Gem,06,51,33.0,+21,45,40,5.27,-0.02
2530,,06,50,49.9,-00,32,27,5.77,+0.39
2533,,06,52,00.0,+23,36,06,5.65,+1.45
2535,,06,50,21.9,-17,05,02,5.79,+1.44
2538,13Kap CMa,06,49,50.5,-32,30,31,3.96,-0.23
2540,34The Gem,06,52,47.3,+33,57,40,3.60,+0.10
2545,,06,50,23.3,-31,42,22,5.70,+0.14
2548,,06,49,54.6,-46,36,53,5.14,+0.45
2549,,06,50,52.4,-34,22,02,4.99,+1.38
2550,Alp Pic,06,48,11.4,-61,56,29,3.27,+0.21
2551,,06,52,49.4,+08,22,49,5.77,+0.26
2553,Tau Pup,06,49,56.2,-50,36,53,2.93,+1.20
2554,,06,49,51.3,-53,37,20,4.40,+0.92
2558,,06,51,42.3,-36,13,49,5.96,+0.18
2559,Zet Men,06,40,02.7,-80,48,49,5.64,+0.20
2560,15    Lyn,06,57,16.5,+58,25,21,4.35,+0.85
2564,38    Gem,06,54,38.7,+13,10,40,4.65,+0.30
2565,,06,53,18.8,-19,01,58,5.64,+0.28
2568,Psi9Aur,06,56,32.3,+46,16,27,5.87,-0.06
2569,37    Gem,06,55,18.6,+25,22,32,5.73,+0.57
2571,15    CMa,06,53,32.9,-20,13,27,4.83,-0.21
2572,,06,54,24.6,-01,07,37,5.45,+0.18
2573,,06,56,56.0,+46,42,18,5.86,+1.08
2574,14The CMa,06,54,11.4,-12,02,19,4.07,+1.43
2580,16Omi1CMa,06,54,07.9,-24,11,02,3.87,+1.73
2581,,07,01,21.5,+70,48,29,5.68,+1.33
2585,16    Lyn,06,57,37.1,+45,05,39,4.90,+0.03
2586,,06,57,00.5,+33,40,52,5.89,+0.88
2588,17    CMa,06,55,02.7,-20,24,17,5.74,+0.08
2589,,06,56,25.8,+09,57,23,5.92,-0.08
2590,19Pi  CMa,06,55,37.4,-20,08,11,4.68,+0.37
2593,18Mu  CMa,06,56,06.6,-14,02,37,5.00,+1.18
2595,,06,55,46.8,-22,56,29,5.30,-0.18
2596,20Iot CMa,06,56,08.2,-17,03,15,4.37,-0.07
2602,Iot Vol,06,51,27.0,-70,57,48,5.40,-0.11
2607,,06,57,33.9,-24,37,50,5.46,+0.36
2608,,06,56,16.0,-48,43,16,4.95,+1.69
2609,,07,40,30.5,+87,01,12,5.07,+1.63
2610,,06,58,57.0,+03,36,08,5.97,+1.06
2615,41    Gem,07,00,15.8,+16,04,44,5.68,+1.66
2616,,06,58,35.9,-25,24,50,5.59,-0.16
2618,21Eps CMa,06,58,37.5,-28,58,20,1.50,-0.21
2619,,06,58,25.1,-34,06,42,5.06,-0.16
2624,,07,00,23.7,-08,24,25,5.96,-0.08
2630,42Ome Gem,07,02,24.8,+24,12,55,5.18,+0.94
2631,,07,02,25.5,+17,45,20,5.94,+1.63
2632,,07,02,17.4,+15,20,10,5.74,
2635,,07,02,33.5,+16,40,27,5.82,+1.68
2639,,07,01,56.4,-05,43,20,5.20,+1.68
2640,,07,01,05.9,-25,12,55,5.63,-0.17
2643,,07,03,30.4,+29,20,14,5.93,+0.60
2646,22Sig CMa,07,01,43.1,-27,56,05,3.47,+1.73
2647,,07,03,17.9,+09,08,18,5.97,+0.12
2648,19    Mon,07,02,54.8,-04,14,21,4.99,-0.20
2649,,07,03,38.0,+10,57,06,5.13,+1.39
2650,43Zet Gem,07,04,06.5,+20,34,13,3.79,+0.79
2651,,07,03,51.6,+12,35,40,5.98,+1.58
2652,,07,00,51.5,-51,24,09,5.14,+1.61
2653,24Omi2CMa,07,03,01.5,-23,50,00,3.02,-0.08
2655,,07,04,05.2,-05,19,25,5.62,+1.29
2657,23Gam CMa,07,03,45.5,-15,38,00,4.12,-0.12
2660,,07,06,11.6,+34,28,26,5.55,+0.91
2662,,06,59,50.5,-67,54,58,5.17,+1.40
2663,,07,05,39.1,+09,11,09,5.78,+1.52
2665,,07,07,22.3,+34,00,34,5.91,+1.51
2666,,07,04,02.8,-42,20,14,5.20,+0.20
2667,,07,03,57.3,-43,36,29,5.54,+0.64
2672,,07,03,53.7,-49,35,02,4.93,+0.13
2674,,07,03,15.6,-59,10,41,5.50,-0.11
2678,,07,06,40.7,-11,17,39,5.39,+0.05
2682,,07,07,49.5,+07,28,16,5.75,+1.18
2683,,07,04,18.3,-56,44,59,5.17,-0.04
2684,45    Gem,07,08,22.0,+15,55,51,5.44,+1.03
2689,The Men,06,56,34.4,-79,25,13,5.45,+0.05
2690,,07,07,22.6,-23,50,25,5.71,-0.10
2691,,07,07,07.1,-40,53,36,5.79,-0.17
2693,25Del CMa,07,08,23.5,-26,23,36,1.84,+0.68
2696,63    Aur,07,11,39.3,+39,19,14,4.90,+1.45
2697,46Tau Gem,07,11,08.4,+30,14,43,4.41,+1.26
2698,,07,07,13.3,-51,58,04,5.96,+1.00
2700,47    Gem,07,11,23.1,+26,51,24,5.78,+0.10
2701,20    Mon,07,10,13.7,-04,14,14,4.92,+1.03
2702,,07,08,51.1,-39,39,21,4.83,-0.18
2703,,07,13,23.4,+51,25,44,5.47,+1.67
2704,,07,09,42.9,-25,13,52,5.69,-0.16
2706,48    Gem,07,12,26.4,+24,07,42,5.85,+0.36
2707,21    Mon,07,11,23.6,-00,18,07,5.45,+0.29
2708,,07,10,19.4,-27,29,29,5.46,+1.00
2714,22Del Mon,07,11,51.9,-00,29,34,4.15,-0.01
2715,18    Lyn,07,15,54.9,+59,38,15,5.20,+1.07
2716,,07,11,41.6,-20,52,59,5.84,-0.04
2717,51    Gem,07,13,22.3,+16,09,32,5.00,+1.66
2718,26    CMa,07,12,12.2,-25,56,33,5.92,-0.17
2719,,07,10,47.5,-48,55,56,5.14,+1.24
2721,,07,15,50.1,+47,14,24,5.58,+0.58
2723,,07,13,07.2,-11,15,05,5.78,+1.51
2725,52    Gem,07,14,41.9,+24,53,06,5.82,+1.56
2726,,07,12,25.7,-36,32,40,5.96,-0.14
2727,,07,12,15.8,-40,29,56,5.31,+0.06
2728,,07,14,32.6,+12,06,57,5.62,+1.01
2729,,07,14,20.0,+03,06,41,5.35,+1.19
2731,,07,14,11.0,-03,54,05,5.75,+1.58
2732,,07,14,15.5,-09,56,51,5.90,+1.52
2735,Gam1Vol,07,08,42.2,-70,29,50,5.69,+0.40
2736,Gam2Vol,07,08,44.9,-70,29,56,3.78,+1.04
2737,,07,17,33.7,+52,07,51,5.92,+1.26
2738,53    Gem,07,15,57.1,+27,53,51,5.71,+1.63
2740,,07,12,33.6,-46,45,34,4.49,+0.32
2742,,07,31,04.4,+82,24,41,4.96,+1.66
2745,27    CMa,07,14,15.2,-26,21,09,4.66,-0.19
2746,,07,13,13.4,-45,10,59,4.89,-0.02
2747,,07,15,39.4,+07,58,40,5.82,+1.60
2748,,07,13,32.4,-44,38,23,5.10,+1.56
2749,28Ome CMa,07,14,48.7,-26,46,22,3.85,-0.17
2750,,07,14,51.1,-27,02,17,5.58,+1.22
2751,,07,18,31.9,+49,27,54,5.05,+0.08
2752,,07,15,43.1,-10,35,02,5.95,+1.18
2753,64    Aur,07,18,02.2,+40,53,00,5.78,+0.17
2756,,07,15,21.0,-30,41,11,5.36,-0.17
2758,,07,16,14.5,-15,35,09,5.46,+0.08
2759,,07,14,57.1,-41,25,33,5.94,-0.16
2761,,07,14,45.9,-46,50,59,5.72,-0.11
2762,,07,14,38.2,-48,16,18,4.76,-0.10
2763,54Lam Gem,07,18,05.6,+16,32,25,3.58,+0.11
2764,,07,16,36.8,-23,18,56,4.79,+1.71
2766,,07,16,35.0,-27,52,52,4.64,+1.60
2767,,07,15,21.0,-52,29,59,5.97,+1.10
2769,,07,16,31.8,-38,19,08,5.80,-0.13
2770,,07,16,49.5,-36,35,34,5.03,-0.17
2771,,07,16,15.5,-46,46,28,5.66,+1.44
2773,Pi  Pup,07,17,08.6,-37,05,51,2.70,+1.62
2776,,07,21,17.5,+45,13,41,5.77,+0.32
